Sale Code,Sale Date,Quantity,Discount (%),Total Value (USD),Product Code,Product Name,Product Category,Product Launch Date,Product Price (USD),Product Active Flag,Customer Code,Customer Name,Contact Name,Customer Email,Customer Phone Number,Customer Address,Customer Region Code,Customer Type,Customer Creation Date,Rep Code,Rep Name,Rep Email,Rep Phone Number,Rep Birth Date,Rep Hire Date,Rep Status,Rep Region Code
SALE00148,2025-06-04,57,0.03,4561.16,PROD010,Transform End-To-End Infrastructures,Analgesic,2018-08-30,135.35,1,CUST0022,Rivera Ltd,Matthew Morales DDS,qmiller@wilson-barton.net,8760385977,"8247 Martinez Roads, Lake Eric, AL 72885",REG05,Pharmacy,2024-03-17,REP004,Amanda Huff,sharonhayden@yahoo.com,991-547-8872x8743,1965-02-08,2020-10-16,Inactive,REG02
SALE00149,2025-05-03,53,0.26,4852.79,PROD001,Expedite Impactful Vortals,Antibiotic,2015-12-24,191.23,0,CUST0047,Gonzalez-Huber,Mario Mendez,brittanycarpenter@hopkins.org,900-109-4396x90784,"3647 Haley Estate Suite 677, West Catherine, VT 42354",REG03,Pharmacy,2023-12-11,REP005,Erin Simon,alexisrogers@yahoo.com,(966)851-6122,1977-08-15,2025-04-21,Inactive,REG05
SALE00150,2025-01-16,44,0.19,2047.67,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,CUST0031,Dougherty Inc,Susan Hopkins,bschneider@gmail.com,661.771.1592x1249,"9847 Garcia Squares Apt. 836, Beasleychester, NH 52763",REG02,Pharmacy,2024-03-30,REP009,Steven Griffin Jr.,dbryant@ford.biz,001-391-065-1801x7046,1964-09-05,2022-08-21,Active,REG01
SALE00151,2025-02-07,49,0.29,3171.32,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,CUST0022,Rivera Ltd,Matthew Morales DDS,qmiller@wilson-barton.net,8760385977,"8247 Martinez Roads, Lake Eric, AL 72885",REG05,Pharmacy,2024-03-17,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00152,2025-02-24,70,0.01,435.26,PROD015,Deploy Integrated Infrastructures,Antibiotic,2019-08-09,57.1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,REP016,Jason Hart,allentran@riley.com,001-378-547-7725,1990-04-28,2022-06-06,Active,REG05
SALE00153,2025-06-12,30,0.22,2226.46,PROD011,Brand Customized Schemas,Antiviral,2024-03-11,110.26,0,CUST0044,Norris LLC,Nicholas Buck,danielle01@hotmail.com,+1-658-202-9702x1355,"275 Wallace Club, New Michael, SD 37029",REG05,Hospital,2023-07-15,REP010,Chad May,victoria67@yahoo.com,+1-825-128-6823x00478,1969-12-08,2023-09-02,Active,REG01
SALE00155,2024-07-25,8,0.09,1936.72,PROD001,Expedite Impactful Vortals,Antibiotic,2015-12-24,191.23,0,CUST0003,Wilkerson-Day,Charles Mcgee,zhurst@yahoo.com,287.101.2269,"784 Erin Crescent Suite 514, Mooretown, VA 35023",REG02,Hospital,2024-08-08,REP011,James Hall,eric31@gmail.com,311.907.9030,1965-07-16,2024-01-15,Inactive,REG02
SALE00156,2024-08-03,53,0.17,0.0,PROD003,Enhance Synergistic Schemas,Antiviral,2021-11-10,169.92,1,CUST0016,Wells Inc,Claudia Lyons,catherinestuart@hotmail.com,241-904-9663,"49190 Patel Shore, Caseymouth, MT 64752",REG04,Pharmacy,2022-12-03,REP017,Nathan Freeman,combscharles@williams.com,3875099770,1974-10-02,2021-01-19,Inactive,REG01
SALE00157,2025-04-16,23,0.02,4367.11,PROD013,Seize E-Business Metrics,Antiviral,2020-12-28,85.81,0,CUST0012,"Ortiz, Powell and Phillips",Jason Bentley,richard04@clark-floyd.org,+1-577-738-7214x8951,"433 Andrew Gardens, Carrland, MT 83045",REG05,Pharmacy,2024-12-03,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00158,2024-09-26,64,0.27,801.28,PROD010,Transform End-To-End Infrastructures,Analgesic,2018-08-30,135.35,1,CUST0044,Norris LLC,Nicholas Buck,danielle01@hotmail.com,+1-658-202-9702x1355,"275 Wallace Club, New Michael, SD 37029",REG05,Hospital,2023-07-15,REP008,Melanie Larson,xrice@stark.com,982.258.7139,1998-11-15,2025-02-17,Inactive,REG02
SALE00159,2025-03-04,59,0.08,146.05,PROD008,Disintermediate Sticky Infrastructures,Antibiotic,2015-07-25,26.27,0,CUST0041,Vang-Brooks,Timothy Combs,devinmitchell@yahoo.com,001-277-901-0432x898,"41036 Brown Villages Suite 980, Lake Douglas, AL 81085",REG02,Hospital,2023-12-23,REP009,Steven Griffin Jr.,dbryant@ford.biz,001-391-065-1801x7046,1964-09-05,2022-08-21,Active,REG01
SALE00160,2025-03-07,87,0.16,461.92,PROD013,Seize E-Business Metrics,Antiviral,2020-12-28,85.81,0,CUST0030,Kramer PLC,Scott Thomas,UNSPECIFIED,(842)102-0539,"0268 Julie Mountains, Stricklandhaven, CT 59746",REG01,Hospital,2024-08-13,REP010,Chad May,victoria67@yahoo.com,+1-825-128-6823x00478,1969-12-08,2023-09-02,Active,REG01
SALE00161,2024-11-06,82,0.29,3482.54,PROD006,Evolve Real-Time Eyeballs,Antibiotic,2021-12-09,31.25,0,CUST0038,"Harper, Mccormick and Holland",Brandon Gregory,jennifer92@yahoo.com,925-462-9148,"81685 Michael Falls Apt. 573, East Eric, WY 13757",REG03,Clinic,2024-08-19,REP010,Chad May,victoria67@yahoo.com,+1-825-128-6823x00478,1969-12-08,2023-09-02,Active,REG01
SALE00162,2024-08-25,50,0.26,622.6,PROD008,Disintermediate Sticky Infrastructures,Antibiotic,2015-07-25,26.27,0,CUST0020,"Clark, Guerrero and Moore",Benjamin Smith,UNSPECIFIED,974.034.4713x493,"242 Brian Turnpike, Brookeshire, LA 58061",REG04,Hospital,2023-01-02,REP007,Jonathan Jacobson,fowlershelia@yahoo.com,(727)956-8783,1979-05-22,2022-05-09,Active,REG03
SALE00163,2025-02-28,74,0.09,3526.47,PROD007,Unleash B2C Architectures,Antiviral,2020-11-10,55.5,1,CUST0037,Decker-Jones,Savannah Gilbert,ycarpenter@hotmail.com,7935978207,"182 John Mill Suite 889, West Nathan, MS 54079",REG02,Clinic,2023-11-30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00164,2025-02-14,36,0.0,4338.83,PROD001,Expedite Impactful Vortals,Antibiotic,2015-12-24,191.23,0,CUST0043,Stewart LLC,Virginia Daniels,mullinsjames@yahoo.com,001-054-156-6765x27758,"616 Amy Islands, North Markport, NV 79487",REG03,Clinic,2024-04-14,REP013,Teresa Powers,trussell@yahoo.com,342.708.6688,1996-09-12,2022-01-14,Inactive,REG04
SALE00166,2024-07-09,78,0.24,1173.12,PROD015,Deploy Integrated Infrastructures,Antibiotic,2019-08-09,57.1,1,CUST0019,Hill Inc,Melissa Martinez,salasaudrey@yahoo.com,752.047.1167x1902,"31869 Kimberly Light Suite 749, Torreston, WA 13507",REG01,Hospital,2023-05-11,REP008,Melanie Larson,xrice@stark.com,982.258.7139,1998-11-15,2025-02-17,Inactive,REG02
SALE00167,2025-01-26,87,0.23,3860.61,PROD004,Brand Viral Methodologies,Analgesic,2021-12-09,81.04,1,CUST0040,"Castillo, Watson and Villa",Kelli Martinez,UNSPECIFIED,247-826-1375,"USCGC Brown, FPO AP 49516",REG02,Clinic,2023-06-24,REP009,Steven Griffin Jr.,dbryant@ford.biz,001-391-065-1801x7046,1964-09-05,2022-08-21,Active,REG01
SALE00168,2025-02-27,81,0.19,1613.77,PROD011,Brand Customized Schemas,Antiviral,2024-03-11,110.26,0,CUST0009,Newton and Sons,Larry Robbins,william40@walters.com,5242786801,"059 Russell Canyon, Michaelton, MI 28036",REG02,Clinic,2025-05-17,REP004,Amanda Huff,sharonhayden@yahoo.com,991-547-8872x8743,1965-02-08,2020-10-16,Inactive,REG02
SALE00169,2025-03-12,47,0.22,0.0,PROD008,Disintermediate Sticky Infrastructures,Antibiotic,2015-07-25,26.27,0,CUST0003,Wilkerson-Day,Charles Mcgee,zhurst@yahoo.com,287.101.2269,"784 Erin Crescent Suite 514, Mooretown, VA 35023",REG02,Hospital,2024-08-08,REP019,Courtney Sutton DVM,sullivannicholas@brown-smith.com,(591)803-3974x01489,1998-06-29,2021-03-05,Inactive,REG03
SALE00170,2025-02-28,96,0.12,1083.89,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,CUST0019,Hill Inc,Melissa Martinez,salasaudrey@yahoo.com,752.047.1167x1902,"31869 Kimberly Light Suite 749, Torreston, WA 13507",REG01,Hospital,2023-05-11,REP011,James Hall,eric31@gmail.com,311.907.9030,1965-07-16,2024-01-15,Inactive,REG02
SALE00171,2024-11-24,68,0.15,1435.38,PROD013,Seize E-Business Metrics,Antiviral,2020-12-28,85.81,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00172,2025-04-10,38,0.22,1759.7,PROD003,Enhance Synergistic Schemas,Antiviral,2021-11-10,169.92,1,CUST0017,Yu-Reid,Michelle Graham,umarshall@hotmail.com,531-473-7996x507,"3545 Beard Squares, Angelahaven, CO 32136",REG03,Hospital,2024-03-15,REP016,Jason Hart,allentran@riley.com,001-378-547-7725,1990-04-28,2022-06-06,Active,REG05
SALE00173,2024-10-28,19,0.23,1205.51,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,CUST0030,Kramer PLC,Scott Thomas,UNSPECIFIED,(842)102-0539,"0268 Julie Mountains, Stricklandhaven, CT 59746",REG01,Hospital,2024-08-13,REP003,Patrick Allen,danawilliams@rivera-kennedy.com,(773)454-0193x80262,1975-03-23,2020-07-08,Active,REG03
SALE00174,2025-04-27,72,0.11,3974.34,PROD011,Brand Customized Schemas,Antiviral,2024-03-11,110.26,0,CUST0047,Gonzalez-Huber,Mario Mendez,brittanycarpenter@hopkins.org,900-109-4396x90784,"3647 Haley Estate Suite 677, West Catherine, VT 42354",REG03,Pharmacy,2023-12-11,REP013,Teresa Powers,trussell@yahoo.com,342.708.6688,1996-09-12,2022-01-14,Inactive,REG04
SALE00175,2024-12-06,16,0.14,3396.86,PROD001,Expedite Impactful Vortals,Antibiotic,2015-12-24,191.23,0,CUST0017,Yu-Reid,Michelle Graham,umarshall@hotmail.com,531-473-7996x507,"3545 Beard Squares, Angelahaven, CO 32136",REG03,Hospital,2024-03-15,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00177,2024-08-02,61,0.01,4432.75,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,CUST0044,Norris LLC,Nicholas Buck,danielle01@hotmail.com,+1-658-202-9702x1355,"275 Wallace Club, New Michael, SD 37029",REG05,Hospital,2023-07-15,REP008,Melanie Larson,xrice@stark.com,982.258.7139,1998-11-15,2025-02-17,Inactive,REG02
SALE00178,2024-06-26,29,0.19,3213.48,PROD009,Monetize Visionary Relationships,Antibiotic,2020-01-24,195.82,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,REP020,Cassie Jefferson,brendagoodwin@nicholson.org,+1-856-218-5016x31599,1990-12-16,2022-07-09,Inactive,REG02
SALE00179,2024-07-30,84,0.12,784.91,PROD008,Disintermediate Sticky Infrastructures,Antibiotic,2015-07-25,26.27,0,CUST0045,Johnson and Sons,Mr. Justin Green III,UNSPECIFIED,394.731.2172x715,"844 Jennifer Squares, Port Michael, DE 26843",REG03,Hospital,2023-01-24,REP010,Chad May,victoria67@yahoo.com,+1-825-128-6823x00478,1969-12-08,2023-09-02,Active,REG01
SALE00180,2024-09-30,15,0.03,4447.57,PROD001,Expedite Impactful Vortals,Antibiotic,2015-12-24,191.23,0,CUST0020,"Clark, Guerrero and Moore",Benjamin Smith,UNSPECIFIED,974.034.4713x493,"242 Brian Turnpike, Brookeshire, LA 58061",REG04,Hospital,2023-01-02,REP016,Jason Hart,allentran@riley.com,001-378-547-7725,1990-04-28,2022-06-06,Active,REG05
SALE00181,2024-09-16,48,0.2,3741.39,PROD003,Enhance Synergistic Schemas,Antiviral,2021-11-10,169.92,1,CUST0025,"Miller, Murphy and Craig",Tiffany Sims,UNSPECIFIED,001-780-913-4316x11724,"PSC 0504, Box 5562, APO AE 70122",REG01,Pharmacy,2024-03-24,REP015,Autumn Key,heatherpadilla@yahoo.com,001-467-854-4587x71753,1986-05-12,2022-07-05,Inactive,REG05
SALE00182,2025-01-06,96,0.22,0.0,PROD009,Monetize Visionary Relationships,Antibiotic,2020-01-24,195.82,1,CUST0027,"Beltran, Lozano and Mcgee",Stephanie Parsons,jeffery39@byrd-le.com,+1-104-709-5214x5623,"842 Sloan Orchard Suite 517, East Karenbury, TX 95425",REG03,Clinic,2025-05-05,REP019,Courtney Sutton DVM,sullivannicholas@brown-smith.com,(591)803-3974x01489,1998-06-29,2021-03-05,Inactive,REG03
SALE00183,2025-04-08,63,0.18,4701.36,PROD015,Deploy Integrated Infrastructures,Antibiotic,2019-08-09,57.1,1,CUST0027,"Beltran, Lozano and Mcgee",Stephanie Parsons,jeffery39@byrd-le.com,+1-104-709-5214x5623,"842 Sloan Orchard Suite 517, East Karenbury, TX 95425",REG03,Clinic,2025-05-05,REP004,Amanda Huff,sharonhayden@yahoo.com,991-547-8872x8743,1965-02-08,2020-10-16,Inactive,REG02
SALE00184,2025-01-09,28,0.13,4757.72,PROD005,Evolve Distributed Action-Items,Antibiotic,2016-09-21,123.8,0,CUST0003,Wilkerson-Day,Charles Mcgee,zhurst@yahoo.com,287.101.2269,"784 Erin Crescent Suite 514, Mooretown, VA 35023",REG02,Hospital,2024-08-08,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00185,2025-01-24,88,0.11,4518.31,PROD014,Cultivate Integrated Synergies,Vaccine,2020-06-09,180.93,0,CUST0024,"Allen, Reyes and Chase",Evan Kennedy,ymcneil@hotmail.com,(702)895-1718,"PSC 0262, Box 1745, APO AP 91295",REG04,Clinic,2024-03-01,REP004,Amanda Huff,sharonhayden@yahoo.com,991-547-8872x8743,1965-02-08,2020-10-16,Inactive,REG02
SALE00186,2025-02-02,51,0.08,4844.21,PROD011,Brand Customized Schemas,Antiviral,2024-03-11,110.26,0,CUST0023,Walker Inc,Bruce Collier,william46@yahoo.com,378.263.9821x4658,"4997 Sean Orchard, Martinside, NH 42677",REG01,Clinic,2023-04-12,REP002,Timothy Pope,david86@yahoo.com,041-574-7338x4842,1974-06-11,2023-05-30,Active,REG04
SALE00188,2025-03-16,32,0.3,3956.19,PROD001,Expedite Impactful Vortals,Antibiotic,2015-12-24,191.23,0,CUST0004,Romero Inc,Elizabeth Fowler,nathanielmartin@sellers.com,(430)391-1718x227,"USNS Baker, FPO AP 55962",REG01,Clinic,2023-05-18,REP011,James Hall,eric31@gmail.com,311.907.9030,1965-07-16,2024-01-15,Inactive,REG02
SALE00189,2025-01-31,27,0.18,4083.96,PROD004,Brand Viral Methodologies,Analgesic,2021-12-09,81.04,1,CUST0005,"Campos, Vaughn and Marquez",Michael Brooks,UNSPECIFIED,713.315.0983x93010,"1834 Lewis Curve, Sanchezfort, MT 25458",REG05,Hospital,2022-11-16,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00190,2024-09-15,77,0.0,4306.19,PROD004,Brand Viral Methodologies,Analgesic,2021-12-09,81.04,1,CUST0022,Rivera Ltd,Matthew Morales DDS,qmiller@wilson-barton.net,8760385977,"8247 Martinez Roads, Lake Eric, AL 72885",REG05,Pharmacy,2024-03-17,REP005,Erin Simon,alexisrogers@yahoo.com,(966)851-6122,1977-08-15,2025-04-21,Inactive,REG05
SALE00191,2024-12-12,33,0.24,638.64,PROD003,Enhance Synergistic Schemas,Antiviral,2021-11-10,169.92,1,CUST0009,Newton and Sons,Larry Robbins,william40@walters.com,5242786801,"059 Russell Canyon, Michaelton, MI 28036",REG02,Clinic,2025-05-17,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00192,2024-11-14,2,0.11,3963.31,PROD014,Cultivate Integrated Synergies,Vaccine,2020-06-09,180.93,0,CUST0002,"Carter, Fuller and Mcclure",Corey Jones,tracie31@ramirez-reid.com,(553)419-2832,"835 Jeremy Bypass Suite 641, New Nancy, IL 86410",REG03,Hospital,2024-08-06,REP005,Erin Simon,alexisrogers@yahoo.com,(966)851-6122,1977-08-15,2025-04-21,Inactive,REG05
SALE00193,2024-11-20,23,0.08,721.12,PROD010,Transform End-To-End Infrastructures,Analgesic,2018-08-30,135.35,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,REP001,Yolanda Mendoza,sue78@yahoo.com,+1-497-334-8434x43757,1988-08-01,2025-02-13,Inactive,REG04
SALE00194,2024-12-18,96,0.02,2296.55,PROD007,Unleash B2C Architectures,Antiviral,2020-11-10,55.5,1,CUST0034,Webster Inc,Denise Stanley,nperry@hotmail.com,561-497-8403,"34324 Murphy Avenue, Burgessburgh, MS 70307",REG03,Pharmacy,2025-06-20,REP004,Amanda Huff,sharonhayden@yahoo.com,991-547-8872x8743,1965-02-08,2020-10-16,Inactive,REG02
SALE00195,2025-04-17,14,0.14,0.0,PROD006,Evolve Real-Time Eyeballs,Antibiotic,2021-12-09,31.25,0,CUST0033,Bell PLC,Phillip Andrews,lynchdiane@hotmail.com,024-455-0229x612,"83667 Moore Inlet, Kimberlyshire, CO 07396",REG01,Pharmacy,2023-02-19,REP019,Courtney Sutton DVM,sullivannicholas@brown-smith.com,(591)803-3974x01489,1998-06-29,2021-03-05,Inactive,REG03
SALE00196,2025-03-12,94,0.23,4348.21,PROD004,Brand Viral Methodologies,Analgesic,2021-12-09,81.04,1,CUST0040,"Castillo, Watson and Villa",Kelli Martinez,UNSPECIFIED,247-826-1375,"USCGC Brown, FPO AP 49516",REG02,Clinic,2023-06-24,REP002,Timothy Pope,david86@yahoo.com,041-574-7338x4842,1974-06-11,2023-05-30,Active,REG04
SALE00197,2025-02-05,83,0.29,398.04,PROD009,Monetize Visionary Relationships,Antibiotic,2020-01-24,195.82,1,CUST0020,"Clark, Guerrero and Moore",Benjamin Smith,UNSPECIFIED,974.034.4713x493,"242 Brian Turnpike, Brookeshire, LA 58061",REG04,Hospital,2023-01-02,REP015,Autumn Key,heatherpadilla@yahoo.com,001-467-854-4587x71753,1986-05-12,2022-07-05,Inactive,REG05
SALE00199,2025-03-17,42,0.18,421.84,PROD008,Disintermediate Sticky Infrastructures,Antibiotic,2015-07-25,26.27,0,CUST0005,"Campos, Vaughn and Marquez",Michael Brooks,UNSPECIFIED,713.315.0983x93010,"1834 Lewis Curve, Sanchezfort, MT 25458",REG05,Hospital,2022-11-16,REP003,Patrick Allen,danawilliams@rivera-kennedy.com,(773)454-0193x80262,1975-03-23,2020-07-08,Active,REG03
